GENE,CDSLEN,CHROM,START,STOP,STRAND,HOMOLOG,PERCENTID,ALNLEN
Afu4g01580,5571,Chr4_A_fumigatus_Af293,421106,427786,-,AFUB_102080,99.83,5268
Afu4g01590,882,Chr4_A_fumigatus_Af293,430010,430891,+,AFUB_102090,99.66,882
Afu4g01600,1179,Chr4_A_fumigatus_Af293,430983,437947,+,AFUB_102100,99.66,1179
Afu4g02610,672,Chr4_A_fumigatus_Af293,714995,715666,+,NONE,0,0
Afu4g02620,699,Chr4_A_fumigatus_Af293,715939,716730,+,NONE,0,0
Afu4g02630,1122,Chr4_A_fumigatus_Af293,716920,719754,+,NONE,0,0
Afu4g02640,3822,Chr4_A_fumigatus_Af293,721531,725352,+,NONE,0,0
Afu4g02650,1563,Chr4_A_fumigatus_Af293,731386,733072,+,AFUB_100500,99.74,1563
Afu4g02660,1455,Chr4_A_fumigatus_Af293,733129,735186,+,AFUB_100490,99.79,938
Afu4g02680,1392,Chr4_A_fumigatus_Af293,737920,740940,-,AFUB_100470,99.50,1392
Afu4g02690,660,Chr4_A_fumigatus_Af293,741936,742965,+,NONE,0,0
Afu4g02700,1443,Chr4_A_fumigatus_Af293,744520,746075,-,AFUB_100460,99.82,1120
Afu4g02710,843,Chr4_A_fumigatus_Af293,749357,752028,+,AFUB_100440,99.88,843
Afu4g02720,1212,Chr4_A_fumigatus_Af293,754440,756224,-,AFUB_100430,99.59,1212
Afu4g02730,1710,Chr4_A_fumigatus_Af293,763379,765270,-,AFUB_100420,99.77,1710
Afu4g02740,366,Chr4_A_fumigatus_Af293,765549,766032,+,AFUB_100410,98.88,358
Afu4g02750,1242,Chr4_A_fumigatus_Af293,766260,767612,-,AFUB_100400,100.00,1242
Afu4g02760,846,Chr4_A_fumigatus_Af293,767873,768898,+,AFUB_100390,99.76,846
Afu4g02770,1827,Chr4_A_fumigatus_Af293,769235,771260,-,AFUB_100380,99.67,1827
Afu4g02780,1032,Chr4_A_fumigatus_Af293,771453,773493,+,AFUB_100370,99.61,511
Afu4g02790,933,Chr4_A_fumigatus_Af293,773505,775212,-,AFUB_100360,99.57,933
Afu4g02800,903,Chr4_A_fumigatus_Af293,776116,777085,+,AFUB_100350,99.89,903
Afu4g02802,519,Chr4_A_fumigatus_Af293,782299,783152,-,NONE,0,0
Afu4g02805,420,Chr4_A_fumigatus_Af293,784736,788434,-,AFUB_100320,100.00,420
Afu4g02810,1005,Chr4_A_fumigatus_Af293,789621,791042,-,AFUB_100310,99.90,1005
Afu4g02820,846,Chr4_A_fumigatus_Af293,791815,792660,-,AFUB_100300,99.76,846
Afu4g02830,1455,Chr4_A_fumigatus_Af293,795245,796764,+,AFUB_100290,99.93,1455
Afu4g02840,924,Chr4_A_fumigatus_Af293,797127,798153,-,AFUB_100280,100.00,924
Afu4g02850,339,Chr4_A_fumigatus_Af293,798582,799100,+,AFUB_100270,99.12,339
Afu4g02860,1107,Chr4_A_fumigatus_Af293,801057,802737,-,AFUB_100260,100.00,1107
Afu4g02870,1845,Chr4_A_fumigatus_Af293,802745,805715,+,AFUB_100250,89.80,1441
Afu4g02880,1074,Chr4_A_fumigatus_Af293,807952,809198,+,AFUB_100240,100.00,1074
Afu4g02890,705,Chr4_A_fumigatus_Af293,809531,810632,+,AFUB_100230,99.72,705
Afu4g02900,4128,Chr4_A_fumigatus_Af293,811114,815296,+,AFUB_100220,99.95,4128
Afu4g02920,1209,Chr4_A_fumigatus_Af293,816115,817452,+,AFUB_100210,99.83,1209
Afu4g02930,4155,Chr4_A_fumigatus_Af293,817601,822165,-,AFUB_100200,98.32,4170
Afu4g02940,933,Chr4_A_fumigatus_Af293,823120,825730,-,AFUB_100190,99.89,933
Afu4g02950,459,Chr4_A_fumigatus_Af293,826542,827648,+,AFUB_100180,100.00,432
Afu4g02960,1191,Chr4_A_fumigatus_Af293,827705,829134,+,AFUB_100170,100.00,1191
Afu4g02970,2208,Chr4_A_fumigatus_Af293,829308,832156,-,AFUB_100160,99.91,2208
Afu4g02980,624,Chr4_A_fumigatus_Af293,832561,833184,-,AFUB_100150,100.00,624
Afu4g02990,3006,Chr4_A_fumigatus_Af293,833543,836548,-,AFUB_100140,99.90,3006
Afu4g03000,4569,Chr4_A_fumigatus_Af293,838279,842922,+,AFUB_100130,99.91,4569
Afu4g03010,420,Chr4_A_fumigatus_Af293,843920,844639,-,AFUB_100120,100.00,303
Afu4g03020,2274,Chr4_A_fumigatus_Af293,846794,849507,-,AFUB_100110,100.00,2274
Afu4g03030,558,Chr4_A_fumigatus_Af293,850396,851697,+,AFUB_100100,100.00,558
Afu4g03040,420,Chr4_A_fumigatus_Af293,851977,852904,+,AFUB_100090,99.01,304
Afu4g03050,396,Chr4_A_fumigatus_Af293,853322,854368,-,AFUB_100080,96.35,411
Afu4g03060,1830,Chr4_A_fumigatus_Af293,855837,858471,+,AFUB_100070,99.78,1830
Afu4g03070,6132,Chr4_A_fumigatus_Af293,858868,864999,-,AFUB_100060,99.87,6132
Afu4g03080,363,Chr4_A_fumigatus_Af293,865009,865757,-,AFUB_100050,100.00,363
Afu4g03090,963,Chr4_A_fumigatus_Af293,866600,868324,-,AFUB_100040,99.79,963
Afu4g03100,885,Chr4_A_fumigatus_Af293,869475,871373,-,AFUB_100030,99.89,885
Afu4g03110,1587,Chr4_A_fumigatus_Af293,871427,875777,-,AFUB_100020,100.00,1587
Afu4g03120,1503,Chr4_A_fumigatus_Af293,877985,879595,+,AFUB_100010,99.80,1503
Afu4g03130,1095,Chr4_A_fumigatus_Af293,879911,881005,-,AFUB_100000,100.00,1095
Afu4g03140,1752,Chr4_A_fumigatus_Af293,882872,884970,+,AFUB_099990,99.54,1752
Afu4g03150,459,Chr4_A_fumigatus_Af293,885562,886100,-,AFUB_099980,99.78,459
Afu4g03160,1035,Chr4_A_fumigatus_Af293,886361,887395,+,AFUB_099970,100.00,597
Afu4g03170,564,Chr4_A_fumigatus_Af293,887985,890465,+,AFUB_099960,100.00,564
Afu4g03180,1377,Chr4_A_fumigatus_Af293,890740,892832,+,AFUB_099950,100.00,1377
Afu4g03190,1428,Chr4_A_fumigatus_Af293,893374,895038,+,AFUB_099940,100.00,1428
Afu4g03200,1350,Chr4_A_fumigatus_Af293,899239,901141,+,AFUB_099930,100.00,1350
Afu4g03210,654,Chr4_A_fumigatus_Af293,903675,904435,+,AFUB_099910,100.00,654
Afu4g03220,1479,Chr4_A_fumigatus_Af293,906092,907866,+,AFUB_099900,100.00,1479
Afu4g03230,396,Chr4_A_fumigatus_Af293,909027,909488,+,AFUB_099890,100.00,396
Afu4g03240,855,Chr4_A_fumigatus_Af293,913955,915931,+,AFUB_099880,99.88,855
Afu4g03250,681,Chr4_A_fumigatus_Af293,922001,923597,-,AFUB_099850,100.00,680
Afu4g03260,672,Chr4_A_fumigatus_Af293,926177,926895,+,AFUB_099840,100.00,672
Afu4g03270,591,Chr4_A_fumigatus_Af293,926971,927665,+,AFUB_099830,100.00,591
Afu4g03280,537,Chr4_A_fumigatus_Af293,930939,932876,+,AFUB_099810,99.31,437
Afu4g03290,1038,Chr4_A_fumigatus_Af293,934934,936515,-,AFUB_099790,100.00,1038
Afu4g03300,570,Chr4_A_fumigatus_Af293,937437,938052,+,NONE,0,0
Afu4g03305,870,Chr4_A_fumigatus_Af293,938208,940167,-,AFUB_099780,99.89,870
Afu4g03310,1206,Chr4_A_fumigatus_Af293,940766,942177,+,AFUB_099770,99.42,1206
Afu4g03321,810,Chr4_A_fumigatus_Af293,942254,943063,+,AFUB_099760,99.88,810
Afu4g03322,774,Chr4_A_fumigatus_Af293,943268,945792,-,AFUB_099750,99.61,776
Afu4g03320,2172,Chr4_A_fumigatus_Af293,945891,949484,-,AFUB_099740,100.00,1536
Afu4g03325,237,Chr4_A_fumigatus_Af293,950244,951802,-,AFUB_099730,100.00,237
Afu4g03330,2190,Chr4_A_fumigatus_Af293,953018,955375,+,AFUB_099720,99.82,2190
Afu4g03340,2595,Chr4_A_fumigatus_Af293,955975,959644,-,AFUB_099710,99.92,2595
Afu4g03350,2340,Chr4_A_fumigatus_Af293,960149,962538,+,AFUB_099700,99.83,2340
Afu4g03360,597,Chr4_A_fumigatus_Af293,963661,964257,+,AFUB_099690,100.00,597
Afu4g03370,1614,Chr4_A_fumigatus_Af293,964446,967636,-,AFUB_099680,99.94,1614
Afu4g03390,993,Chr4_A_fumigatus_Af293,967762,969836,-,AFUB_099670,100.00,633
Afu4g03400,1332,Chr4_A_fumigatus_Af293,970401,971786,+,AFUB_099660,100.00,855
Afu4g03410,1242,Chr4_A_fumigatus_Af293,972646,973887,+,AFUB_099650,99.92,1242
Afu4g03420,579,Chr4_A_fumigatus_Af293,973984,974627,+,AFUB_099640,100.00,405
Afu4g03430,1926,Chr4_A_fumigatus_Af293,974842,976978,+,AFUB_099630,99.95,1926
Afu4g03435,555,Chr4_A_fumigatus_Af293,977122,977782,-,AFUB_099620,99.81,534
Afu4g03440,1131,Chr4_A_fumigatus_Af293,977967,980129,+,AFUB_099610,100.00,1131
Afu4g03450,939,Chr4_A_fumigatus_Af293,980423,981429,+,AFUB_099600,99.89,939
Afu4g03460,900,Chr4_A_fumigatus_Af293,985471,986431,+,AFUB_099590,99.67,900
Afu4g03470,1767,Chr4_A_fumigatus_Af293,988806,990572,+,AFUB_099580,99.83,1767
Afu4g03480,153,Chr4_A_fumigatus_Af293,990633,991103,-,AFUB_099570,100.00,153
Afu4g03490,1809,Chr4_A_fumigatus_Af293,993110,994967,+,AFUB_099560,99.94,1809
Afu4g03500,792,Chr4_A_fumigatus_Af293,995330,996185,+,AFUB_099550,71.48,526
Afu4g03510,1608,Chr4_A_fumigatus_Af293,996836,998503,+,AFUB_099540,95.46,1080
Afu4g03520,987,Chr4_A_fumigatus_Af293,998519,999505,-,AFUB_099530,99.90,987
Afu4g03530,828,Chr4_A_fumigatus_Af293,999792,1001094,+,AFUB_099520,99.76,828
Afu4g03540,1008,Chr4_A_fumigatus_Af293,1001372,1003271,+,AFUB_099510,99.90,1008
Afu4g03550,843,Chr4_A_fumigatus_Af293,1003357,1004199,+,AFUB_099500,99.88,843
Afu4g03560,1365,Chr4_A_fumigatus_Af293,1004311,1006448,-,AFUB_099490,99.85,1365
Afu4g03580,780,Chr4_A_fumigatus_Af293,1008289,1009112,+,AFUB_099480,100.00,780
Afu4g03585,1992,Chr4_A_fumigatus_Af293,1009575,1011655,+,AFUB_099470,100.00,1992
Afu4g03590,1380,Chr4_A_fumigatus_Af293,1011809,1013575,+,AFUB_099460,98.76,1373
Afu4g03595,462,Chr4_A_fumigatus_Af293,1014332,1015383,-,AFUB_099450,100.00,447
Afu4g03600,768,Chr4_A_fumigatus_Af293,1015908,1016675,-,AFUB_099440,99.87,768
Afu4g03610,1701,Chr4_A_fumigatus_Af293,1017012,1019054,-,AFUB_099430,100.00,1701
Afu4g03615,312,Chr4_A_fumigatus_Af293,1020729,1021152,+,AFUB_099420,99.68,312
Afu4g03620,1389,Chr4_A_fumigatus_Af293,1021194,1023556,-,AFUB_099410,99.92,1242
Afu4g03630,1134,Chr4_A_fumigatus_Af293,1024118,1026182,-,AFUB_099400,100.00,1134
Afu4g03640,1152,Chr4_A_fumigatus_Af293,1026475,1028065,+,AFUB_099390,100.00,1152
Afu4g03645,621,Chr4_A_fumigatus_Af293,1028078,1028871,-,AFUB_099380,100.00,621
Afu4g03650,1341,Chr4_A_fumigatus_Af293,1028895,1030574,+,AFUB_099370,100.00,1341
Afu4g03660,1242,Chr4_A_fumigatus_Af293,1031216,1033069,+,AFUB_099360,100.00,1242
Afu4g03670,1662,Chr4_A_fumigatus_Af293,1033197,1034999,+,AFUB_099350,99.94,1662
Afu4g03680,834,Chr4_A_fumigatus_Af293,1035053,1036295,-,AFUB_099340,100.00,834
Afu4g03690,1410,Chr4_A_fumigatus_Af293,1036545,1038444,-,AFUB_099330,99.93,1410
Afu4g03700,765,Chr4_A_fumigatus_Af293,1038446,1039499,-,AFUB_099320,99.87,763
Afu4g03710,1608,Chr4_A_fumigatus_Af293,1039559,1041533,+,AFUB_099310,100.00,1608
Afu4g03722,1185,Chr4_A_fumigatus_Af293,1041722,1043187,+,AFUB_099300,99.83,1185
Afu4g03730,1479,Chr4_A_fumigatus_Af293,1043389,1045221,-,AFUB_099290,99.93,1479
Afu4g03740,1746,Chr4_A_fumigatus_Af293,1046859,1050254,+,AFUB_099280,100.00,1746
Afu4g03750,1422,Chr4_A_fumigatus_Af293,1050673,1052857,+,AFUB_099270,100.00,1422
Afu4g03760,3183,Chr4_A_fumigatus_Af293,1054336,1058133,+,AFUB_099260,99.91,1062
Afu4g03770,1620,Chr4_A_fumigatus_Af293,1058263,1060354,+,AFUB_099250,100.00,1620
Afu4g03780,1587,Chr4_A_fumigatus_Af293,1060448,1063030,-,AFUB_099240,100.00,1587
Afu4g03790,1683,Chr4_A_fumigatus_Af293,1065005,1066945,+,AFUB_099230,99.94,1683
Afu4g03800,1548,Chr4_A_fumigatus_Af293,1067043,1069349,+,AFUB_099220,100.00,1548
Afu4g03810,1041,Chr4_A_fumigatus_Af293,1069403,1071381,+,AFUB_099210,100.00,1041
Afu4g03820,891,Chr4_A_fumigatus_Af293,1071755,1073559,-,AFUB_099200,100.00,891
Afu4g03830,435,Chr4_A_fumigatus_Af293,1074195,1074687,-,AFUB_099190,100.00,412
Afu4g03840,3645,Chr4_A_fumigatus_Af293,1076011,1080085,-,AFUB_099180,100.00,3645
Afu4g03850,2685,Chr4_A_fumigatus_Af293,1080711,1085924,+,AFUB_099170,100.00,2685
Afu4g03860,2589,Chr4_A_fumigatus_Af293,1085957,1089075,+,AFUB_099160,99.96,2589
Afu4g03870,783,Chr4_A_fumigatus_Af293,1089247,1090535,-,AFUB_099150,100.00,783
Afu4g03880,756,Chr4_A_fumigatus_Af293,1090670,1092542,+,AFUB_099140,100.00,756
Afu4g03890,948,Chr4_A_fumigatus_Af293,1092706,1094352,-,AFUB_099130,100.00,659
Afu4g03900,2700,Chr4_A_fumigatus_Af293,1094558,1098100,+,AFUB_099120,100.00,2700
Afu4g03910,2211,Chr4_A_fumigatus_Af293,1098442,1100652,+,AFUB_099110,100.00,2211
Afu4g03920,1671,Chr4_A_fumigatus_Af293,1100893,1103024,-,AFUB_099100,97.63,1348
Afu4g03930,1581,Chr4_A_fumigatus_Af293,1103790,1105578,+,AFUB_099090,100.00,1581
Afu4g03940,1818,Chr4_A_fumigatus_Af293,1106152,1108233,+,AFUB_099080,99.94,1816
Afu4g03945,996,Chr4_A_fumigatus_Af293,1108278,1109758,-,AFUB_099070,100.00,996
Afu4g03950,1332,Chr4_A_fumigatus_Af293,1109882,1111753,-,AFUB_099060,100.00,1332
Afu4g03960,2595,Chr4_A_fumigatus_Af293,1111788,1115110,-,AFUB_099050,99.92,2581
Afu4g03970,3084,Chr4_A_fumigatus_Af293,1118191,1121899,-,AFUB_099040,99.52,3099
Afu4g03980,1590,Chr4_A_fumigatus_Af293,1122048,1123952,-,AFUB_099030,99.94,1590
Afu4g03990,1260,Chr4_A_fumigatus_Af293,1124396,1125708,+,AFUB_099020,100.00,1260
Afu4g04000,1959,Chr4_A_fumigatus_Af293,1126245,1129165,+,AFUB_099010,100.00,1959
Afu4g04010,1803,Chr4_A_fumigatus_Af293,1129424,1131785,+,AFUB_099000,100.00,1803
Afu4g04020,363,Chr4_A_fumigatus_Af293,1132110,1132818,-,AFUB_098990,100.00,363
Afu4g04030,927,Chr4_A_fumigatus_Af293,1132971,1134457,-,AFUB_098980,100.00,927
Afu4g04040,462,Chr4_A_fumigatus_Af293,1134621,1135951,-,AFUB_098970,100.00,462
Afu4g04060,1089,Chr4_A_fumigatus_Af293,1137344,1139557,+,AFUB_098960,100.00,1089
Afu4g04070,2706,Chr4_A_fumigatus_Af293,1140239,1143905,-,AFUB_098950,100.00,2706
Afu4g04075,513,Chr4_A_fumigatus_Af293,1147215,1147957,-,AFUB_052290,61.81,309
Afu4g04080,1509,Chr4_A_fumigatus_Af293,1148437,1150135,+,AFUB_098940,99.78,925
Afu4g04090,2262,Chr4_A_fumigatus_Af293,1150281,1152883,-,AFUB_098930,99.91,2262
Afu4g04100,1875,Chr4_A_fumigatus_Af293,1152987,1155289,-,AFUB_098920,100.00,1875
Afu4g04110,1542,Chr4_A_fumigatus_Af293,1155384,1158858,+,AFUB_098910,100.00,1542
Afu4g04120,1797,Chr4_A_fumigatus_Af293,1159849,1163582,+,AFUB_098900,100.00,1797
Afu4g04130,1692,Chr4_A_fumigatus_Af293,1163672,1166069,+,AFUB_098890,100.00,1692
Afu4g04140,1818,Chr4_A_fumigatus_Af293,1166357,1169400,+,AFUB_098880,99.94,1818
Afu4g04150,1002,Chr4_A_fumigatus_Af293,1169690,1171096,+,AFUB_098870,99.80,1002
Afu4g04160,1014,Chr4_A_fumigatus_Af293,1171248,1173221,+,AFUB_098860,99.80,1014
Afu4g04170,678,Chr4_A_fumigatus_Af293,1173235,1173968,+,AFUB_098850,100.00,678
Afu4g04180,3255,Chr4_A_fumigatus_Af293,1174228,1178029,-,AFUB_098840,100.00,3255
Afu4g04190,870,Chr4_A_fumigatus_Af293,1179328,1180398,-,AFUB_098830,100.00,870
Afu4g04200,1074,Chr4_A_fumigatus_Af293,1181213,1183152,-,AFUB_098820,100.00,1074
Afu4g04210,1167,Chr4_A_fumigatus_Af293,1183205,1184726,-,AFUB_098810,100.00,1167
Afu4g04220,1152,Chr4_A_fumigatus_Af293,1185918,1188188,+,AFUB_098800,99.05,947
Afu4g04230,1254,Chr4_A_fumigatus_Af293,1191448,1196241,+,AFUB_098790,100.00,1254
Afu4g04250,1437,Chr4_A_fumigatus_Af293,1196316,1200435,-,AFUB_098780,97.12,867
Afu4g04260,1158,Chr4_A_fumigatus_Af293,1200915,1202337,+,AFUB_098770,100.00,652
Afu4g04270,1035,Chr4_A_fumigatus_Af293,1202576,1203610,+,AFUB_098760,100.00,1035
Afu4g04280,939,Chr4_A_fumigatus_Af293,1203827,1204765,-,AFUB_098750,100.00,939
Afu4g04290,3576,Chr4_A_fumigatus_Af293,1205294,1211416,-,AFUB_098740,99.94,3576
Afu4g04300,861,Chr4_A_fumigatus_Af293,1211688,1212548,+,AFUB_098730,100.00,861
Afu4g04310,2820,Chr4_A_fumigatus_Af293,1212855,1216289,-,AFUB_098720,100.00,2820
Afu4g04318,336,Chr4_A_fumigatus_Af293,1216902,1218030,-,AFUB_098700,100.00,336
Afu4g04320,1728,Chr4_A_fumigatus_Af293,1218861,1221680,-,AFUB_098690,100.00,1728
Afu4g04330,2022,Chr4_A_fumigatus_Af293,1226857,1231047,-,AFUB_098680,100.00,2022
Afu4g04350,4257,Chr4_A_fumigatus_Af293,1231191,1235612,+,AFUB_098670,100.00,4257
Afu4g04355,579,Chr4_A_fumigatus_Af293,1236053,1237166,-,AFUB_098660,100.00,579
Afu4g04360,1569,Chr4_A_fumigatus_Af293,1237322,1239159,+,AFUB_098650,100.00,1569
Afu4g04370,1890,Chr4_A_fumigatus_Af293,1239513,1241402,-,AFUB_098640,100.00,1890
Afu4g04380,963,Chr4_A_fumigatus_Af293,1241537,1242965,-,AFUB_098630,100.00,963
Afu4g04390,3531,Chr4_A_fumigatus_Af293,1243176,1247154,-,AFUB_098620,100.00,3531
Afu4g04410,960,Chr4_A_fumigatus_Af293,1247344,1248684,+,AFUB_098610,100.00,960
Afu4g04415,1002,Chr4_A_fumigatus_Af293,1248839,1249949,-,AFUB_098600,100.00,1002
Afu4g04420,1407,Chr4_A_fumigatus_Af293,1250626,1252578,-,AFUB_098590,100.00,1407
Afu4g04430,1113,Chr4_A_fumigatus_Af293,1252788,1253900,+,AFUB_098580,100.00,1113
Afu4g04440,2997,Chr4_A_fumigatus_Af293,1254199,1257195,-,AFUB_098570,100.00,2997
Afu4g04450,1425,Chr4_A_fumigatus_Af293,1258528,1260956,+,AFUB_098560,99.93,1425
Afu4g04460,681,Chr4_A_fumigatus_Af293,1261058,1262578,+,AFUB_098550,100.00,681
Afu4g04465,1881,Chr4_A_fumigatus_Af293,1262950,1265431,-,AFUB_098540,99.95,1881
Afu4g04470,813,Chr4_A_fumigatus_Af293,1265549,1266361,+,AFUB_098530,100.00,813
Afu4g04480,699,Chr4_A_fumigatus_Af293,1266814,1267580,+,AFUB_098520,100.00,699
Afu4g04502,1752,Chr4_A_fumigatus_Af293,1268450,1271315,-,AFUB_098510,100.00,1752
Afu4g04510,1503,Chr4_A_fumigatus_Af293,1272596,1274304,-,AFUB_098500,100.00,1503
Afu4g04520,1335,Chr4_A_fumigatus_Af293,1275057,1276859,-,AFUB_098490,100.00,1335
Afu4g04530,894,Chr4_A_fumigatus_Af293,1277168,1279122,-,AFUB_098480,100.00,894
Afu4g04540,1350,Chr4_A_fumigatus_Af293,1279214,1281957,+,AFUB_098470,100.00,1350
Afu4g04550,615,Chr4_A_fumigatus_Af293,1281999,1284111,+,AFUB_098460,100.00,615
Afu4g04560,1968,Chr4_A_fumigatus_Af293,1284603,1287272,+,AFUB_098450,99.76,1236
Afu4g04570,1026,Chr4_A_fumigatus_Af293,1287654,1288949,-,AFUB_098440,100.00,1026
Afu4g04580,180,Chr4_A_fumigatus_Af293,1289179,1289463,+,AFUB_098430,100.00,180
Afu4g04590,2064,Chr4_A_fumigatus_Af293,1289621,1291835,+,AFUB_098420,100.00,2064
Afu4g04600,1143,Chr4_A_fumigatus_Af293,1292255,1293923,-,AFUB_098410,99.91,1143
Afu4g04605,1806,Chr4_A_fumigatus_Af293,1294070,1297282,-,AFUB_098400,100.00,1806
Afu4g04612,924,Chr4_A_fumigatus_Af293,1297678,1299352,-,AFUB_098390,100.00,773
Afu4g04620,1635,Chr4_A_fumigatus_Af293,1299401,1301264,+,AFUB_098380,100.00,1635
Afu4g04630,954,Chr4_A_fumigatus_Af293,1301574,1302621,+,AFUB_098370,99.90,954
Afu4g04640,2388,Chr4_A_fumigatus_Af293,1302959,1305346,-,AFUB_098360,100.00,2388
Afu4g04650,1620,Chr4_A_fumigatus_Af293,1305544,1308926,-,AFUB_098350,99.50,1593
Afu4g04660,1170,Chr4_A_fumigatus_Af293,1309147,1312437,-,AFUB_098340,100.00,1170
Afu4g04670,3354,Chr4_A_fumigatus_Af293,1313423,1317017,+,AFUB_098330,100.00,3354
Afu4g04680,1953,Chr4_A_fumigatus_Af293,1317451,1319640,-,AFUB_098320,100.00,1953
Afu4g04690,678,Chr4_A_fumigatus_Af293,1320102,1322783,+,AFUB_098310,100.00,573
Afu4g04700,837,Chr4_A_fumigatus_Af293,1322796,1323632,-,AFUB_098300,100.00,837
Afu4g04710,2193,Chr4_A_fumigatus_Af293,1324151,1327562,-,AFUB_098290,100.00,2193
Afu4g04715,405,Chr4_A_fumigatus_Af293,1327776,1328935,-,NONE,0,0
Afu4g04720,3147,Chr4_A_fumigatus_Af293,1329045,1333265,+,AFUB_098280,100.00,3147
Afu4g04730,1869,Chr4_A_fumigatus_Af293,1333358,1336071,+,AFUB_098270,100.00,1869
Afu4g04740,1635,Chr4_A_fumigatus_Af293,1336095,1337835,+,AFUB_098260,100.00,1635
Afu4g04745,813,Chr4_A_fumigatus_Af293,1338318,1339404,-,AFUB_098250,100.00,813
Afu4g04750,570,Chr4_A_fumigatus_Af293,1339740,1341065,+,AFUB_098240,100.00,435
Afu4g04760,7356,Chr4_A_fumigatus_Af293,1342342,1351289,+,AFUB_098230,99.75,4455
Afu4g04800,2280,Chr4_A_fumigatus_Af293,1352145,1355705,-,AFUB_098200,99.96,2280
Afu4g04810,621,Chr4_A_fumigatus_Af293,1355739,1357817,-,AFUB_098190,100.00,621
Afu4g04815,1926,Chr4_A_fumigatus_Af293,1358359,1360997,-,AFUB_098180,99.94,1682
Afu4g04820,891,Chr4_A_fumigatus_Af293,1361168,1362961,+,AFUB_098170,100.00,891
Afu4g05830,1164,Chr4_A_fumigatus_Af293,1486153,1488092,+,AFUB_062900,100.00,1164
Afu4g05840,4020,Chr4_A_fumigatus_Af293,1488118,1494745,-,AFUB_062920,99.42,3440
Afu4g05850,1191,Chr4_A_fumigatus_Af293,1495125,1496509,+,AFUB_062930,100.00,1191
Afu4g05855,405,Chr4_A_fumigatus_Af293,1497156,1498161,-,AFUB_062940,100.00,405
Afu4g05860,687,Chr4_A_fumigatus_Af293,1498645,1499759,+,AFUB_062950,97.82,687
Afu4g05870,927,Chr4_A_fumigatus_Af293,1499959,1501998,-,AFUB_062960,100.00,927
Afu4g05880,2154,Chr4_A_fumigatus_Af293,1502237,1504390,+,AFUB_062970,100.00,2154
Afu4g05890,771,Chr4_A_fumigatus_Af293,1504551,1505687,-,AFUB_062980,100.00,771
Afu4g05900,456,Chr4_A_fumigatus_Af293,1505908,1507443,+,AFUB_062990,100.00,456
Afu4g05910,582,Chr4_A_fumigatus_Af293,1507586,1508786,-,AFUB_063000,100.00,582
Afu4g05915,645,Chr4_A_fumigatus_Af293,1509038,1510545,-,AFUB_063010,99.84,645
Afu4g05920,573,Chr4_A_fumigatus_Af293,1510685,1511646,+,AFUB_063020,100.00,573
Afu4g05930,966,Chr4_A_fumigatus_Af293,1512162,1513186,-,AFUB_063030,100.00,966
Afu4g05940,1350,Chr4_A_fumigatus_Af293,1513476,1515703,+,AFUB_063040,100.00,1350
Afu4g05950,462,Chr4_A_fumigatus_Af293,1515723,1516672,-,AFUB_063050,100.00,462
Afu4g05960,732,Chr4_A_fumigatus_Af293,1517000,1517788,+,AFUB_063060,100.00,732
Afu4g05970,1260,Chr4_A_fumigatus_Af293,1517832,1519396,-,AFUB_063070,100.00,1260
Afu4g05980,2268,Chr4_A_fumigatus_Af293,1519564,1522384,+,AFUB_063080,99.96,2268
Afu4g05985,210,Chr4_A_fumigatus_Af293,1523231,1523492,-,AFUB_063090,100.00,210
Afu4g05990,561,Chr4_A_fumigatus_Af293,1523775,1524398,+,AFUB_063100,100.00,561
Afu4g06000,1005,Chr4_A_fumigatus_Af293,1524652,1525853,-,AFUB_063110,100.00,449
Afu4g06010,762,Chr4_A_fumigatus_Af293,1526143,1526984,+,AFUB_063120,100.00,762
Afu4g06020,3090,Chr4_A_fumigatus_Af293,1527144,1532115,-,AFUB_063130,99.96,2629
Afu4g06030,1218,Chr4_A_fumigatus_Af293,1533031,1536084,-,AFUB_063140,99.92,1218
Afu4g06040,2184,Chr4_A_fumigatus_Af293,1536863,1541195,-,AFUB_063150,100.00,2184
Afu4g06050,1803,Chr4_A_fumigatus_Af293,1543074,1545676,+,AFUB_063160,100.00,1803
Afu4g06060,3159,Chr4_A_fumigatus_Af293,1546068,1550782,-,AFUB_063170,99.97,3159
Afu4g06070,2256,Chr4_A_fumigatus_Af293,1553592,1557646,+,AFUB_063180,100.00,2256
Afu4g06080,1647,Chr4_A_fumigatus_Af293,1557803,1559863,+,AFUB_063190,99.94,1647
Afu4g06085,1431,Chr4_A_fumigatus_Af293,1560557,1562240,+,AFUB_063200,100.00,846
Afu4g06090,930,Chr4_A_fumigatus_Af293,1562471,1564011,-,AFUB_063210,99.89,882
Afu4g06100,1200,Chr4_A_fumigatus_Af293,1564139,1566270,+,AFUB_063220,100.00,1200
Afu4g06110,726,Chr4_A_fumigatus_Af293,1566406,1567708,+,AFUB_063230,100.00,726
Afu4g06120,1701,Chr4_A_fumigatus_Af293,1567747,1570558,-,AFUB_063240,100.00,1701
Afu4g06130,888,Chr4_A_fumigatus_Af293,1570733,1573350,-,AFUB_063250,100.00,888
Afu4g06140,2343,Chr4_A_fumigatus_Af293,1573459,1576293,-,AFUB_063260,100.00,2343
Afu4g06150,2766,Chr4_A_fumigatus_Af293,1576319,1579827,-,AFUB_063270,100.00,2766
Afu4g06160,1245,Chr4_A_fumigatus_Af293,1580191,1583864,+,AFUB_063280,100.00,1245
