QUERY,HIT,PID,ALNLEN,CHROM,START,STOP,STRAND
AFUB_039000,Afu3g10170,99.90,3069,scf_000003_A_fumigatus_A1163,1442283,1445351,+
AFUB_039010,Afu3g10160,99.78,2231,scf_000003_A_fumigatus_A1163,1445955,1449493,-
AFUB_039020,Afu3g10150,100.00,1524,scf_000003_A_fumigatus_A1163,1450265,1452356,-
AFUB_039030,Afu3g10140,99.88,807,scf_000003_A_fumigatus_A1163,1455521,1456327,-
AFUB_039040,Afu3g10130,99.85,1323,scf_000003_A_fumigatus_A1163,1457071,1458656,+
AFUB_039050,Afu3g10120,100.00,795,scf_000003_A_fumigatus_A1163,1459385,1461561,-
AFUB_039060,Afu3g10110,99.91,2202,scf_000003_A_fumigatus_A1163,1463233,1465668,+
AFUB_039070,Afu3g10100,99.26,814,scf_000003_A_fumigatus_A1163,1466940,1469424,+
AFUB_039080,Afu3g10090,100.00,1056,scf_000003_A_fumigatus_A1163,1469595,1471309,+
AFUB_039090,Afu3g10085,100.00,249,scf_000003_A_fumigatus_A1163,1471614,1471925,+
AFUB_039100,Afu3g10080,99.78,1782,scf_000003_A_fumigatus_A1163,1472221,1474002,+
AFUB_039110,Afu3g10065,99.38,1293,scf_000003_A_fumigatus_A1163,1474441,1478306,-
AFUB_039120,Afu3g10060,99.93,1437,scf_000003_A_fumigatus_A1163,1478955,1480391,-
AFUB_039130,Afu3g10050,100.00,1674,scf_000003_A_fumigatus_A1163,1481068,1482796,+
AFUB_039140,Afu3g10040,99.66,883,scf_000003_A_fumigatus_A1163,1484082,1487007,-
AFUB_039150,Afu3g10030,99.91,3483,scf_000003_A_fumigatus_A1163,1490648,1495032,-
AFUB_039160,Afu3g10010,100.00,756,scf_000003_A_fumigatus_A1163,1495793,1496712,+
AFUB_039170,Afu3g10000,99.92,1242,scf_000003_A_fumigatus_A1163,1497434,1499630,-
AFUB_039180,Afu3g09990,99.94,1629,scf_000003_A_fumigatus_A1163,1501120,1504109,+
AFUB_039190,Afu3g09980,100.00,327,scf_000003_A_fumigatus_A1163,1505242,1506805,+
AFUB_039200,Afu3g09970,99.89,906,scf_000003_A_fumigatus_A1163,1507468,1509856,+
AFUB_039210,Afu3g09960,100.00,1311,scf_000003_A_fumigatus_A1163,1511832,1515271,+
AFUB_039220,Afu3g09950,100.00,1785,scf_000003_A_fumigatus_A1163,1515349,1517207,-
AFUB_039230,Afu3g09940,99.76,840,scf_000003_A_fumigatus_A1163,1517419,1518332,+
AFUB_039240,Afu3g09935,99.88,2499,scf_000003_A_fumigatus_A1163,1518825,1523273,-
AFUB_039250,Afu3g09920,100.00,864,scf_000003_A_fumigatus_A1163,1523807,1524826,+
AFUB_039260,Afu3g09910,99.90,996,scf_000003_A_fumigatus_A1163,1525455,1527011,-
AFUB_039270,Afu3g09900,100.00,2340,scf_000003_A_fumigatus_A1163,1527503,1531655,-
AFUB_039280,Afu3g09890,99.78,465,scf_000003_A_fumigatus_A1163,1535535,1536155,+
AFUB_039290,Afu3g09880,99.69,2295,scf_000003_A_fumigatus_A1163,1536250,1538822,-
AFUB_039300,Afu3g09870,99.18,243,scf_000003_A_fumigatus_A1163,1538848,1539499,+
AFUB_039310,Afu3g09860,99.91,2193,scf_000003_A_fumigatus_A1163,1539985,1542848,-
AFUB_039320,Afu3g09850,99.96,2823,scf_000003_A_fumigatus_A1163,1543830,1546878,-
AFUB_039330,Afu3g09840,99.93,1389,scf_000003_A_fumigatus_A1163,1546999,1548584,-
AFUB_039340,Afu3g09830,100.00,534,scf_000003_A_fumigatus_A1163,1549165,1549883,-
AFUB_039350,Afu3g09820,99.79,1877,scf_000003_A_fumigatus_A1163,1550577,1554673,-
AFUB_039360,Afu3g09810,99.93,1431,scf_000003_A_fumigatus_A1163,1558015,1560623,-
AFUB_039370,Afu3g09800,99.40,835,scf_000003_A_fumigatus_A1163,1560977,1562205,-
AFUB_039380,Afu3g09790,100.00,636,scf_000003_A_fumigatus_A1163,1562275,1563363,-
AFUB_039390,Afu3g09780,99.43,348,scf_000003_A_fumigatus_A1163,1563564,1564189,+
AFUB_039400,Afu3g09770,99.93,2769,scf_000003_A_fumigatus_A1163,1564730,1567701,-
AFUB_039410,Afu3g09760,100.00,609,scf_000003_A_fumigatus_A1163,1569138,1569952,+
AFUB_039420,Afu3g09750,100.00,999,scf_000003_A_fumigatus_A1163,1570067,1571277,-
AFUB_039430,Afu3g09740,99.96,2850,scf_000003_A_fumigatus_A1163,1571505,1575195,+
AFUB_039440,Afu3g09730,99.38,1770,scf_000003_A_fumigatus_A1163,1578223,1580880,+
AFUB_039450,Afu3g09720,99.97,3042,scf_000003_A_fumigatus_A1163,1581237,1584330,+
AFUB_039460,Afu3g09710,100.00,1563,scf_000003_A_fumigatus_A1163,1584461,1586573,-
AFUB_039470,Afu3g09700,100.00,3060,scf_000003_A_fumigatus_A1163,1586596,1590142,+
AFUB_039480,Afu3g09690,100.00,534,scf_000003_A_fumigatus_A1163,1591899,1593245,+
AFUB_039490,Afu3g09680,99.62,3900,scf_000003_A_fumigatus_A1163,1593659,1598238,-
AFUB_039500,Afu3g09670,99.85,2010,scf_000003_A_fumigatus_A1163,1598942,1602727,-
AFUB_039510,Afu3g09660,100.00,267,scf_000003_A_fumigatus_A1163,1607588,1607964,+
AFUB_039520,Afu3g09650,99.93,1452,scf_000003_A_fumigatus_A1163,1608093,1609601,+
AFUB_039530,Afu3g09640,99.93,1431,scf_000003_A_fumigatus_A1163,1609993,1612353,-
AFUB_039540,Afu3g09630,99.77,1719,scf_000003_A_fumigatus_A1163,1617425,1621016,-
AFUB_039550,Afu3g09620,99.58,2826,scf_000003_A_fumigatus_A1163,1621075,1624342,-
AFUB_039560,Afu3g09610,99.63,1068,scf_000003_A_fumigatus_A1163,1625128,1626195,+
AFUB_039570,Afu3g09600,99.87,1569,scf_000003_A_fumigatus_A1163,1626541,1628229,-
AFUB_039580,Afu3g09590,99.94,1623,scf_000003_A_fumigatus_A1163,1628474,1630727,+
AFUB_039590,Afu3g09580,100.00,825,scf_000003_A_fumigatus_A1163,1631189,1632013,+
AFUB_039600,Afu3g09570,99.84,618,scf_000003_A_fumigatus_A1163,1632292,1633056,-
AFUB_039610,Afu3g09560,99.98,6021,scf_000003_A_fumigatus_A1163,1633252,1640448,+
AFUB_039620,Afu3g09550,100.00,1185,scf_000003_A_fumigatus_A1163,1640558,1642843,+
AFUB_039630,Afu3g09540,100.00,1167,scf_000003_A_fumigatus_A1163,1644158,1645995,-
AFUB_039640,Afu3g09530,100.00,1677,scf_000003_A_fumigatus_A1163,1646345,1648105,+
AFUB_039650,Afu3g09520,100.00,177,scf_000003_A_fumigatus_A1163,1648226,1648654,+
AFUB_039660,Afu3g09510,100.00,1149,scf_000003_A_fumigatus_A1163,1648977,1650554,-
AFUB_039670,Afu3g09500,99.91,1152,scf_000003_A_fumigatus_A1163,1652575,1654175,-
AFUB_039680,Afu3g09480,100.00,684,scf_000003_A_fumigatus_A1163,1654717,1655400,+
AFUB_039700,Afu3g09470,100.00,954,scf_000003_A_fumigatus_A1163,1656621,1657705,+
AFUB_039710,Afu3g09460,99.90,960,scf_000003_A_fumigatus_A1163,1657784,1658743,-
AFUB_039720,Afu3g09450,99.77,879,scf_000003_A_fumigatus_A1163,1658944,1659822,+
AFUB_039730,Afu3g09400,99.89,942,scf_000003_A_fumigatus_A1163,1669697,1670766,+
AFUB_039740,Afu3g09390,100.00,882,scf_000003_A_fumigatus_A1163,1673759,1674915,+
AFUB_039750,Afu3g09380,99.95,1848,scf_000003_A_fumigatus_A1163,1675561,1677610,-
AFUB_039760,Afu3g09370,99.97,3816,scf_000003_A_fumigatus_A1163,1677636,1681738,+
AFUB_039770,Afu3g09360,100.00,1308,scf_000003_A_fumigatus_A1163,1682081,1684360,-
AFUB_039780,Afu3g09350,100.00,369,scf_000003_A_fumigatus_A1163,1684382,1685522,+
AFUB_039790,Afu3g09340,99.92,1287,scf_000003_A_fumigatus_A1163,1685549,1687084,-
AFUB_039800,Afu3g09330,99.75,1629,scf_000003_A_fumigatus_A1163,1687439,1689118,+
AFUB_039810,Afu3g09320,100.00,1416,scf_000003_A_fumigatus_A1163,1689717,1691335,-
AFUB_039820,Afu3g09300,99.60,504,scf_000003_A_fumigatus_A1163,1691816,1693426,-
AFUB_039830,Afu3g09290,99.94,1563,scf_000003_A_fumigatus_A1163,1693737,1695472,+
AFUB_039840,Afu3g09280,100.00,927,scf_000003_A_fumigatus_A1163,1695781,1696965,-
AFUB_039850,Afu3g09270,99.39,489,scf_000003_A_fumigatus_A1163,1697342,1698339,+
AFUB_039860,Afu3g09260,99.19,492,scf_000003_A_fumigatus_A1163,1699935,1700778,+
AFUB_039870,Afu3g09250,100.00,1092,scf_000003_A_fumigatus_A1163,1701934,1703508,+
AFUB_039880,Afu3g09240,99.93,1485,scf_000003_A_fumigatus_A1163,1703980,1705464,-
AFUB_039900,Afu3g09230,99.94,1656,scf_000003_A_fumigatus_A1163,1706945,1708600,+
AFUB_039920,Afu3g09220,99.94,3363,scf_000003_A_fumigatus_A1163,1709077,1713230,+
AFUB_039930,Afu3g09210,99.95,1821,scf_000003_A_fumigatus_A1163,1713231,1715569,+
AFUB_039950,Afu3g09190,99.69,975,scf_000003_A_fumigatus_A1163,1716741,1717964,+
AFUB_039960,Afu3g09170,99.93,1431,scf_000003_A_fumigatus_A1163,1718538,1720073,+
AFUB_039970,Afu3g09160,100.00,576,scf_000003_A_fumigatus_A1163,1720315,1722656,+
AFUB_039980,Afu3g09150,100.00,753,scf_000003_A_fumigatus_A1163,1723181,1724155,+
AFUB_039990,Afu3g09140,100.00,802,scf_000003_A_fumigatus_A1163,1724169,1725773,-
AFUB_040000,Afu3g09130,99.96,2334,scf_000003_A_fumigatus_A1163,1726361,1729262,-
AFUB_040010,Afu3g09120,100.00,264,scf_000003_A_fumigatus_A1163,1729775,1730157,+
AFUB_040020,Afu3g09110,99.89,870,scf_000003_A_fumigatus_A1163,1730177,1731087,-
AFUB_040030,Afu3g09100,99.88,1608,scf_000003_A_fumigatus_A1163,1731878,1733544,+
AFUB_040040,Afu3g09090,99.91,1143,scf_000003_A_fumigatus_A1163,1733724,1734866,-
AFUB_040050,Afu3g09080,100.00,1761,scf_000003_A_fumigatus_A1163,1734989,1737376,+
AFUB_040060,Afu3g09070,99.86,1416,scf_000003_A_fumigatus_A1163,1738281,1740793,+
AFUB_040070,Afu3g09060,99.02,714,scf_000003_A_fumigatus_A1163,1741273,1742488,-
AFUB_040080,Afu3g09050,99.90,1977,scf_000003_A_fumigatus_A1163,1743708,1745792,-
AFUB_040090,Afu3g09040,100.00,284,scf_000003_A_fumigatus_A1163,1746233,1746889,+
AFUB_040100,Afu3g09030,99.89,933,scf_000003_A_fumigatus_A1163,1747384,1748952,+
AFUB_040110,Afu3g09020,100.00,1608,scf_000003_A_fumigatus_A1163,1748992,1750957,-
AFUB_040120,Afu3g08990,84.86,971,scf_000003_A_fumigatus_A1163,1751171,1753748,+
AFUB_040130,Afu3g08980,99.94,1611,scf_000003_A_fumigatus_A1163,1754105,1756328,-
AFUB_040140,Afu3g08970,99.91,2241,scf_000003_A_fumigatus_A1163,1756436,1759782,-
AFUB_040150,Afu3g08960,99.91,1173,scf_000003_A_fumigatus_A1163,1760469,1761980,-
AFUB_040160,Afu3g08950,100.00,1287,scf_000003_A_fumigatus_A1163,1762438,1763788,+
AFUB_040170,Afu3g08940,100.00,843,scf_000003_A_fumigatus_A1163,1763934,1764856,-
AFUB_040180,Afu3g08930,99.83,1791,scf_000003_A_fumigatus_A1163,1765266,1767631,-
AFUB_040190,Afu3g08920,100.00,3009,scf_000003_A_fumigatus_A1163,1769072,1772867,+
AFUB_040200,Afu3g08900,99.76,1227,scf_000003_A_fumigatus_A1163,1773351,1775547,+
AFUB_040210,Afu3g08890,99.26,271,scf_000003_A_fumigatus_A1163,1776104,1776736,+
AFUB_040220,Afu3g08880,99.85,1359,scf_000003_A_fumigatus_A1163,1777068,1778630,+
AFUB_040230,Afu3g08870,100.00,1563,scf_000003_A_fumigatus_A1163,1779524,1781248,+
AFUB_040240,Afu3g08860,99.81,1062,scf_000003_A_fumigatus_A1163,1781639,1783105,-
AFUB_040250,Afu3g08850,100.00,663,scf_000003_A_fumigatus_A1163,1783493,1784209,+
AFUB_040260,Afu3g08840,99.97,3639,scf_000003_A_fumigatus_A1163,1784623,1788677,-
AFUB_040270,Afu3g08830,99.82,1122,scf_000003_A_fumigatus_A1163,1789595,1790778,+
AFUB_040280,Afu3g08820,99.96,2280,scf_000003_A_fumigatus_A1163,1790924,1793592,-
AFUB_040290,Afu3g08810,99.93,4290,scf_000003_A_fumigatus_A1163,1793921,1798378,+
AFUB_040300,Afu3g08800,100.00,750,scf_000003_A_fumigatus_A1163,1798814,1799563,-
AFUB_040310,Afu3g08790,100.00,885,scf_000003_A_fumigatus_A1163,1799746,1801736,+
AFUB_040320,Afu3g08780,95.40,1781,scf_000003_A_fumigatus_A1163,1802685,1806924,+
AFUB_040330,Afu3g08770,99.37,317,scf_000003_A_fumigatus_A1163,1807474,1807926,-
AFUB_040340,Afu3g08760,99.92,1191,scf_000003_A_fumigatus_A1163,1808025,1809408,+
AFUB_040350,Afu3g08750,99.73,2631,scf_000003_A_fumigatus_A1163,1809610,1812535,+
AFUB_040360,Afu3g08740,99.90,971,scf_000003_A_fumigatus_A1163,1813272,1814246,-
AFUB_040370,Afu3g08730,100.00,1626,scf_000003_A_fumigatus_A1163,1815785,1817466,-
AFUB_040380,Afu3g08720,99.89,1854,scf_000003_A_fumigatus_A1163,1818012,1820102,+
AFUB_040390,Afu3g08710,99.92,1242,scf_000003_A_fumigatus_A1163,1820411,1822778,-
AFUB_040400,Afu3g08690,99.69,639,scf_000003_A_fumigatus_A1163,1823992,1825525,-
AFUB_040410,Afu3g08680,99.92,1323,scf_000003_A_fumigatus_A1163,1825906,1827228,+
AFUB_040420,Afu3g08670,99.37,1110,scf_000003_A_fumigatus_A1163,1827423,1829006,-
AFUB_040430,Afu3g08660,99.87,1506,scf_000003_A_fumigatus_A1163,1829624,1832690,-
AFUB_040440,Afu3g08650,99.96,2820,scf_000003_A_fumigatus_A1163,1832733,1836835,-
AFUB_040450,Afu3g08640,100.00,1023,scf_000003_A_fumigatus_A1163,1836985,1839459,+
AFUB_040460,Afu3g08630,100.00,465,scf_000003_A_fumigatus_A1163,1839482,1840403,-
AFUB_040480,Afu3g08620,100.00,729,scf_000003_A_fumigatus_A1163,1840453,1842229,-
AFUB_040490,Afu3g08610,100.00,956,scf_000003_A_fumigatus_A1163,1845163,1846438,+
AFUB_040500,Afu3g08600,99.77,858,scf_000003_A_fumigatus_A1163,1846832,1847808,-
AFUB_040510,Afu3g08590,99.74,378,scf_000003_A_fumigatus_A1163,1848064,1849378,+
AFUB_040520,Afu3g08580,100.00,357,scf_000003_A_fumigatus_A1163,1849439,1850952,-
AFUB_040540,Afu3g08560,97.76,669,scf_000003_A_fumigatus_A1163,1854796,1856239,-
AFUB_040550,Afu3g08550,100.00,744,scf_000003_A_fumigatus_A1163,1856514,1858085,+
AFUB_040560,Afu3g08540,99.77,860,scf_000003_A_fumigatus_A1163,1858327,1859889,+
AFUB_040570,Afu3g08530,99.89,1899,scf_000003_A_fumigatus_A1163,1860306,1862660,+
AFUB_040580,Afu3g08520,99.89,1803,scf_000003_A_fumigatus_A1163,1863266,1865882,-
AFUB_040590,Afu3g08500,99.93,3018,scf_000003_A_fumigatus_A1163,1867689,1872254,+
AFUB_040600,Afu3g08490,99.81,537,scf_000003_A_fumigatus_A1163,1872320,1872982,-
AFUB_040610,Afu3g08480,99.86,1404,scf_000003_A_fumigatus_A1163,1873307,1875686,-
AFUB_040620,Afu3g08470,100.00,1536,scf_000003_A_fumigatus_A1163,1876550,1879686,-
AFUB_040630,Afu3g08460,100.00,243,scf_000003_A_fumigatus_A1163,1882138,1882669,+
AFUB_040640,Afu3g08450,100.00,1065,scf_000003_A_fumigatus_A1163,1885719,1888434,+
AFUB_040650,Afu3g08440,100.00,414,scf_000003_A_fumigatus_A1163,1888435,1889819,-
AFUB_040660,Afu3g08430,99.92,1212,scf_000003_A_fumigatus_A1163,1890130,1891908,-
AFUB_040670,Afu3g08420,100.00,537,scf_000003_A_fumigatus_A1163,1891954,1892816,+
AFUB_040680,Afu3g08410,100.00,324,scf_000003_A_fumigatus_A1163,1893184,1893902,-
AFUB_040690,Afu3g08400,99.97,3402,scf_000003_A_fumigatus_A1163,1894261,1898213,+
AFUB_040700,Afu3g08390,99.78,1356,scf_000003_A_fumigatus_A1163,1898398,1900062,-
AFUB_040710,Afu3g08380,100.00,1191,scf_000003_A_fumigatus_A1163,1901180,1902647,+
AFUB_040720,Afu3g08370,99.69,321,scf_000003_A_fumigatus_A1163,1903083,1903403,-
AFUB_040730,Afu3g08360,100.00,198,scf_000003_A_fumigatus_A1163,1903660,1903916,+
AFUB_040740,Afu3g08350,100.00,1164,scf_000003_A_fumigatus_A1163,1904014,1905282,+
AFUB_040760,Afu3g08340,99.70,996,scf_000003_A_fumigatus_A1163,1905727,1907045,+
AFUB_040770,Afu3g08330,100.00,759,scf_000003_A_fumigatus_A1163,1907247,1908612,+
AFUB_040780,Afu3g08320,100.00,1266,scf_000003_A_fumigatus_A1163,1909106,1910371,+
AFUB_040790,Afu3g08310,100.00,831,scf_000003_A_fumigatus_A1163,1910593,1912020,-
AFUB_040800,Afu3g08300,100.00,1185,scf_000003_A_fumigatus_A1163,1912318,1913884,-
AFUB_040810,Afu3g08290,100.00,1515,scf_000003_A_fumigatus_A1163,1914002,1916118,-
AFUB_040820,Afu3g08280,100.00,1812,scf_000003_A_fumigatus_A1163,1917414,1920533,+
AFUB_040830,Afu3g08270,99.50,803,scf_000003_A_fumigatus_A1163,1922671,1924096,-
AFUB_040840,Afu3g08265,100.00,852,scf_000003_A_fumigatus_A1163,1924183,1925251,+
AFUB_040850,Afu3g08260,99.89,3765,scf_000003_A_fumigatus_A1163,1925331,1930330,+
AFUB_040860,Afu3g08250,99.77,867,scf_000003_A_fumigatus_A1163,1936161,1938496,+
AFUB_040870,Afu3g08240,100.00,1686,scf_000003_A_fumigatus_A1163,1940253,1942416,+
AFUB_040880,Afu3g08230,99.89,1845,scf_000003_A_fumigatus_A1163,1942575,1944583,+
AFUB_040890,Afu3g08220,100.00,1197,scf_000003_A_fumigatus_A1163,1945374,1947839,+
AFUB_040900,Afu3g08210,99.86,1437,scf_000003_A_fumigatus_A1163,1947870,1950294,+
AFUB_040910,Afu3g08200,99.97,3267,scf_000003_A_fumigatus_A1163,1950315,1954194,+
AFUB_040920,Afu3g08190,100.00,774,scf_000003_A_fumigatus_A1163,1954462,1955532,-
AFUB_040930,Afu3g08180,100.00,729,scf_000003_A_fumigatus_A1163,1955617,1956592,+
AFUB_040940,Afu3g08170,99.80,1518,scf_000003_A_fumigatus_A1163,1956712,1958321,-
AFUB_040950,Afu3g08160,100.00,1186,scf_000003_A_fumigatus_A1163,1958685,1961148,+
AFUB_040960,Afu3g08150,99.81,1068,scf_000003_A_fumigatus_A1163,1961327,1962463,+
AFUB_040970,Afu3g08140,100.00,699,scf_000003_A_fumigatus_A1163,1962566,1963481,-
AFUB_040980,Afu3g08130,100.00,303,scf_000003_A_fumigatus_A1163,1963553,1964415,+
AFUB_040990,Afu3g08120,99.93,1447,scf_000003_A_fumigatus_A1163,1964503,1966628,+
AFUB_041000,Afu3g08110,99.95,1848,scf_000003_A_fumigatus_A1163,1967832,1969679,-
AFUB_041010,Afu3g08100,99.96,2529,scf_000003_A_fumigatus_A1163,1973318,1976569,+
AFUB_041020,Afu3g08090,99.49,788,scf_000003_A_fumigatus_A1163,1976889,1978138,-
AFUB_041030,Afu3g08080,99.57,690,scf_000003_A_fumigatus_A1163,1978698,1979387,+
AFUB_041040,Afu3g08070,99.79,1890,scf_000003_A_fumigatus_A1163,1979626,1981515,-
AFUB_041050,Afu3g08060,99.68,1557,scf_000003_A_fumigatus_A1163,1982537,1984211,-
AFUB_041060,Afu3g08050,99.77,1742,scf_000003_A_fumigatus_A1163,1984642,1989353,-
AFUB_041070,Afu3g08040,99.78,447,scf_000003_A_fumigatus_A1163,1990125,1990717,-
AFUB_041080,Afu3g08030,100.00,1440,scf_000003_A_fumigatus_A1163,1991019,1992458,-
AFUB_041090,Afu3g08020,99.97,3576,scf_000003_A_fumigatus_A1163,1992922,1997594,-
AFUB_041100,Afu3g08010,99.93,2667,scf_000003_A_fumigatus_A1163,1998773,2001512,-
AFUB_041110,Afu3g08000,99.83,1145,scf_000003_A_fumigatus_A1163,2006000,2007722,+
AFUB_041120,Afu3g08000,99.92,1213,scf_000003_A_fumigatus_A1163,2007877,2010311,+
AFUB_041130,Afu3g07990,99.93,1515,scf_000003_A_fumigatus_A1163,2011854,2014398,+
AFUB_041140,Afu3g07980,100.00,752,scf_000003_A_fumigatus_A1163,2016694,2018542,+
AFUB_041150,Afu3g07970,99.92,1285,scf_000003_A_fumigatus_A1163,2018716,2021201,+
AFUB_041160,Afu3g07960,100.00,1152,scf_000003_A_fumigatus_A1163,2021499,2022900,-
AFUB_041170,Afu3g07950,100.00,1656,scf_000003_A_fumigatus_A1163,2024184,2026115,+
AFUB_041179,Afu3g07945,99.68,315,scf_000003_A_fumigatus_A1163,2026289,2026932,-
AFUB_041180,Afu3g07940,99.95,1959,scf_000003_A_fumigatus_A1163,2032518,2035845,-
AFUB_041190,Afu3g07930,99.73,754,scf_000003_A_fumigatus_A1163,2036253,2037183,+
AFUB_041200,Afu3g07920,99.60,744,scf_000003_A_fumigatus_A1163,2037449,2038268,-
AFUB_041210,Afu3g07910,100.00,1287,scf_000003_A_fumigatus_A1163,2046091,2048481,-
AFUB_041220,Afu3g07900,100.00,578,scf_000003_A_fumigatus_A1163,2048803,2049699,+
AFUB_041230,Afu3g07890,100.00,957,scf_000003_A_fumigatus_A1163,2051469,2053545,-
AFUB_041240,Afu3g07870,99.72,2137,scf_000003_A_fumigatus_A1163,2055485,2058028,-
AFUB_041250,Afu3g07860,99.98,8586,scf_000003_A_fumigatus_A1163,2059399,2069174,+
AFUB_041260,Afu3g07850,99.86,2760,scf_000003_A_fumigatus_A1163,2069484,2072605,-
AFUB_041270,Afu3g07840,99.84,615,scf_000003_A_fumigatus_A1163,2073114,2073770,-
AFUB_041280,Afu3g07830,100.00,1608,scf_000003_A_fumigatus_A1163,2074111,2076269,-
AFUB_041290,Afu3g07820,99.77,1320,scf_000003_A_fumigatus_A1163,2076343,2078265,+
AFUB_041300,Afu3g07810,100.00,1944,scf_000003_A_fumigatus_A1163,2078579,2081507,+
AFUB_041310,Afu3g07800,99.91,1143,scf_000003_A_fumigatus_A1163,2082150,2083432,+
AFUB_041320,Afu3g07790,99.93,1395,scf_000003_A_fumigatus_A1163,2083442,2085229,-
AFUB_041340,Afu3g07760,100.00,510,scf_000003_A_fumigatus_A1163,2089787,2090444,+
AFUB_041350,Afu3g07750,99.91,1167,scf_000003_A_fumigatus_A1163,2091793,2092959,-
AFUB_041360,Afu3g07740,100.00,723,scf_000003_A_fumigatus_A1163,2093579,2094923,-
AFUB_041370,Afu3g07730,100.00,321,scf_000003_A_fumigatus_A1163,2096669,2097284,+
AFUB_041380,Afu3g07720,100.00,1260,scf_000003_A_fumigatus_A1163,2099255,2100514,-
AFUB_041390,Afu3g07710,99.27,1641,scf_000003_A_fumigatus_A1163,2101758,2103504,-
AFUB_041400,Afu3g07700,99.78,1782,scf_000003_A_fumigatus_A1163,2104439,2106337,+
AFUB_041410,Afu3g07690,99.57,231,scf_000003_A_fumigatus_A1163,2106781,2107192,-
AFUB_041420,Afu3g07680,99.84,1269,scf_000003_A_fumigatus_A1163,2107659,2108927,+
AFUB_041430,Afu3g07670,100.00,915,scf_000003_A_fumigatus_A1163,2109670,2111084,+
AFUB_041440,Afu3g07660,99.83,603,scf_000003_A_fumigatus_A1163,2111611,2112213,+
AFUB_041450,Afu3g07650,99.92,1179,scf_000003_A_fumigatus_A1163,2112294,2114209,-
AFUB_041460,Afu3g07640,99.80,2967,scf_000003_A_fumigatus_A1163,2115558,2118666,-
AFUB_041470,Afu3g07630,100.00,540,scf_000003_A_fumigatus_A1163,2129442,2130365,-
AFUB_041480,Afu3g07625,100.00,633,scf_000003_A_fumigatus_A1163,2131920,2132891,+
AFUB_041490,Afu3g07620,99.90,2016,scf_000003_A_fumigatus_A1163,2133031,2135185,+
AFUB_041500,Afu3g07610,100.00,2490,scf_000003_A_fumigatus_A1163,2135442,2138105,-
AFUB_041510,Afu3g07600,99.92,2595,scf_000003_A_fumigatus_A1163,2138455,2141678,-
AFUB_041520,Afu3g07590,100.00,1041,scf_000003_A_fumigatus_A1163,2141897,2143304,+
AFUB_041540,Afu3g07580,99.88,801,scf_000003_A_fumigatus_A1163,2145613,2146650,-
AFUB_041550,Afu3g07570,99.75,807,scf_000003_A_fumigatus_A1163,2147396,2148703,-
AFUB_041560,Afu3g07560,91.02,824,scf_000003_A_fumigatus_A1163,2149343,2150682,-
AFUB_041570,Afu3g07550,99.33,891,scf_000003_A_fumigatus_A1163,2150917,2151854,-
AFUB_041580,Afu3g07540,99.49,1572,scf_000003_A_fumigatus_A1163,2154184,2156183,-
AFUB_041590,Afu3g07530,99.80,2034,scf_000003_A_fumigatus_A1163,2156278,2159496,-
AFUB_041600,Afu3g07520,99.96,2430,scf_000003_A_fumigatus_A1163,2162762,2165460,+
AFUB_041610,Afu3g07510,99.92,2493,scf_000003_A_fumigatus_A1163,2166493,2169768,+
AFUB_041619,Afu3g07490,100.00,597,scf_000003_A_fumigatus_A1163,2170313,2170909,+
AFUB_041620,Afu3g07480,99.95,2169,scf_000003_A_fumigatus_A1163,2171034,2173670,-
AFUB_041630,Afu3g07460,99.89,4707,scf_000003_A_fumigatus_A1163,2173909,2179043,-
AFUB_041640,Afu3g07440,100.00,582,scf_000003_A_fumigatus_A1163,2179646,2180388,+
AFUB_041650,Afu3g07430,99.80,492,scf_000003_A_fumigatus_A1163,2181174,2182199,+
AFUB_041660,Afu3g07420,99.23,780,scf_000003_A_fumigatus_A1163,2182942,2184256,-
AFUB_041670,Afu3g07410,99.77,1722,scf_000003_A_fumigatus_A1163,2185195,2187856,+
AFUB_041680,Afu3g07400,99.75,1208,scf_000003_A_fumigatus_A1163,2187918,2190429,-
AFUB_041690,Afu3g07390,99.29,420,scf_000003_A_fumigatus_A1163,2192026,2192560,-
AFUB_041700,Afu3g07380,99.85,1294,scf_000003_A_fumigatus_A1163,2194967,2196824,+
AFUB_041710,Afu3g07370,100.00,567,scf_000003_A_fumigatus_A1163,2197145,2197711,+
AFUB_041720,Afu3g07360,99.89,912,scf_000003_A_fumigatus_A1163,2197813,2198902,-
AFUB_041730,Afu3g07350,99.51,2454,scf_000003_A_fumigatus_A1163,2199295,2202387,-
AFUB_041740,Afu3g07340,99.50,1806,scf_000003_A_fumigatus_A1163,2206047,2207927,+
AFUB_041750,Afu3g07330,99.22,642,scf_000003_A_fumigatus_A1163,2209013,2210373,-
AFUB_041760,Afu3g07310,98.53,814,scf_000003_A_fumigatus_A1163,2210915,2211962,+
AFUB_041770,Afu3g07300,99.59,4104,scf_000003_A_fumigatus_A1163,2214695,2220336,+
AFUB_041780,Afu3g07290,99.95,2049,scf_000003_A_fumigatus_A1163,2220429,2222808,-
AFUB_041790,Afu3g07280,99.80,1008,scf_000003_A_fumigatus_A1163,2223425,2224460,+
AFUB_041800,Afu3g07270,99.87,1563,scf_000003_A_fumigatus_A1163,2224863,2226758,-
AFUB_041810,Afu3g07260,99.89,879,scf_000003_A_fumigatus_A1163,2227056,2228386,-
AFUB_041820,Afu3g07240,99.91,1166,scf_000003_A_fumigatus_A1163,2229485,2231239,+
